;Cluster;Wochentag;Ankunftszeit;Nummer;Pausentyp;Kapazitaet;Max_Leistung;SOC;Pausenlaenge;Ladesäule;Zeit_DateTime;Ankunftszeit_total;LoadStatus
126;1;3;1020;127;Nachtlader;720;1000;0,3667021263434944;540;NCS;2021-01-03 17:00:00;3900;1
135;1;3;1135;136;Nachtlader;960;1000;0,2563284294133782;540;NCS;2021-01-03 18:55:00;4015;1
136;1;3;1140;137;Nachtlader;960;1000;0,1975001433397337;540;NCS;2021-01-03 19:00:00;4020;1
138;1;3;1165;139;Nachtlader;960;1000;0,2324421543396129;540;NCS;2021-01-03 19:25:00;4045;1
142;1;3;1245;143;Nachtlader;840;1000;0,301874905887536;540;NCS;2021-01-03 20:45:00;4125;1
145;1;3;1295;146;Nachtlader;960;1000;0,155641220609738;540;NCS;2021-01-03 21:35:00;4175;1
147;1;3;1345;148;Nachtlader;840;1000;0,1935830025104157;540;NCS;2021-01-03 22:25:00;4225;1
148;1;3;1385;149;Nachtlader;960;1000;0,3094002127645742;540;NCS;2021-01-03 23:05:00;4265;1
149;1;3;1390;150;Nachtlader;960;1000;0,2254875776246572;540;NCS;2021-01-03 23:10:00;4270;1
166;1;4;920;167;Nachtlader;720;1000;0,2681759443821298;540;NCS;2021-01-04 15:20:00;5240;1
175;1;4;1015;176;Nachtlader;720;1000;0,2187089331335764;540;NCS;2021-01-04 16:55:00;5335;1
176;1;4;1025;177;Nachtlader;720;1000;0,240765434529882;540;NCS;2021-01-04 17:05:00;5345;1
178;1;4;1050;179;Nachtlader;960;1000;0,2751334566647726;540;NCS;2021-01-04 17:30:00;5370;1
179;1;4;1055;180;Nachtlader;720;1000;0,2127737232532957;540;NCS;2021-01-04 17:35:00;5375;1
181;1;4;1120;182;Nachtlader;840;1000;0,3130801708633451;540;NCS;2021-01-04 18:40:00;5440;1
183;1;4;1170;184;Nachtlader;720;1000;0,3684065150570954;540;NCS;2021-01-04 19:30:00;5490;1
184;1;4;1175;185;Nachtlader;960;1000;0,3045115477042054;540;NCS;2021-01-04 19:35:00;5495;1
187;1;4;1215;188;Nachtlader;840;1000;0,2382488090199465;540;NCS;2021-01-04 20:15:00;5535;1
188;1;4;1225;189;Nachtlader;960;1000;0,2978159536198447;540;NCS;2021-01-04 20:25:00;5545;1
191;1;4;1290;192;Nachtlader;840;1000;0,218108556464254;540;NCS;2021-01-04 21:30:00;5610;1
194;1;4;1330;195;Nachtlader;960;1000;0,3175041247315284;540;NCS;2021-01-04 22:10:00;5650;1
195;1;4;1355;196;Nachtlader;840;1000;0,19025109340466;540;NCS;2021-01-04 22:35:00;5675;1
196;1;4;1370;197;Nachtlader;720;1000;0,2148232586159076;540;NCS;2021-01-04 22:50:00;5690;1
224;1;5;995;225;Nachtlader;720;1000;0,3435240084883265;540;NCS;2021-01-05 16:35:00;6755;1
225;1;5;1005;226;Nachtlader;960;1000;0,3647734950407288;540;NCS;2021-01-05 16:45:00;6765;1
226;1;5;1010;227;Nachtlader;840;1000;0,2298749940945535;540;NCS;2021-01-05 16:50:00;6770;1
228;1;5;1045;229;Nachtlader;960;1000;0,2206992534733555;540;NCS;2021-01-05 17:25:00;6805;1
230;1;5;1115;231;Nachtlader;960;1000;0,349774889170927;540;NCS;2021-01-05 18:35:00;6875;1
232;1;5;1155;233;Nachtlader;840;1000;0,278122075736891;540;NCS;2021-01-05 19:15:00;6915;1
233;1;5;1175;234;Nachtlader;960;1000;0,2533681828294537;540;NCS;2021-01-05 19:35:00;6935;1
234;1;5;1195;235;Nachtlader;840;1000;0,1757647073644854;540;NCS;2021-01-05 19:55:00;6955;1
236;1;5;1215;237;Nachtlader;840;1000;0,1906725430548405;540;NCS;2021-01-05 20:15:00;6975;1
238;1;5;1250;239;Nachtlader;720;1000;0,3020455719779373;540;NCS;2021-01-05 20:50:00;7010;1
240;1;5;1375;241;Nachtlader;840;1000;0,2811238815575458;540;NCS;2021-01-05 22:55:00;7135;1
247;1;6;1025;248;Nachtlader;960;1000;0,2753444135591096;540;NCS;2021-01-06 17:05:00;8225;1
250;1;6;1195;251;Nachtlader;960;1000;0,3441785166101915;540;NCS;2021-01-06 19:55:00;8395;1
254;1;6;1275;255;Nachtlader;720;1000;0,1497064869471558;540;NCS;2021-01-06 21:15:00;8475;1
255;1;6;1285;256;Nachtlader;960;1000;0,3155531273523499;540;NCS;2021-01-06 21:25:00;8485;1
259;1;7;1265;260;Nachtlader;960;1000;0,2740295265770595;540;NCS;2021-01-07 21:05:00;9905;1
1;1;1;540;2;Schnelllader;960;1000;0,5427819704323988;45;HPC;2021-01-01 09:00:00;540;1
3;1;1;620;4;Schnelllader;840;1000;0,4632466053024314;45;HPC;2021-01-01 10:20:00;620;1
4;1;1;635;5;Schnelllader;840;1000;0,4212353820222541;45;HPC;2021-01-01 10:35:00;635;1
5;1;1;635;6;Schnelllader;840;1000;0,4948206851751187;45;HPC;2021-01-01 10:35:00;635;1
8;1;1;665;9;Schnelllader;840;1000;0,5077169255529117;45;HPC;2021-01-01 11:05:00;665;1
10;1;1;710;11;Schnelllader;840;1000;0,4669475018303859;45;HPC;2021-01-01 11:50:00;710;1
11;1;1;715;12;Schnelllader;840;1000;0,4083392166316497;45;HPC;2021-01-01 11:55:00;715;1
12;1;1;720;13;Schnelllader;840;1000;0,4207705789444759;45;HPC;2021-01-01 12:00:00;720;1
15;1;1;735;16;Schnelllader;960;1000;0,3982136042355622;45;HPC;2021-01-01 12:15:00;735;1
16;1;1;745;17;Schnelllader;840;1000;0,4373212356676128;45;HPC;2021-01-01 12:25:00;745;1
46;1;2;390;47;Schnelllader;960;1000;0,4229616102834997;45;HPC;2021-01-02 06:30:00;1830;1
47;1;2;490;48;Schnelllader;960;1000;0,3830943085732064;45;HPC;2021-01-02 08:10:00;1930;1
48;1;2;530;49;Schnelllader;840;1000;0,5372637125175451;45;HPC;2021-01-02 08:50:00;1970;1
49;1;2;570;50;Schnelllader;840;1000;0,4623128667959794;45;HPC;2021-01-02 09:30:00;2010;1
50;1;2;590;51;Schnelllader;840;1000;0,3905292928473222;45;HPC;2021-01-02 09:50:00;2030;1
51;1;2;620;52;Schnelllader;720;1000;0,5058431515906654;45;HPC;2021-01-02 10:20:00;2060;1
52;1;2;630;53;Schnelllader;840;1000;0,5085387236557125;45;HPC;2021-01-02 10:30:00;2070;1
53;1;2;655;54;Schnelllader;600;1000;0,4963108377054158;45;HPC;2021-01-02 10:55:00;2095;1
54;1;2;660;55;Schnelllader;960;1000;0,4533875476204932;45;HPC;2021-01-02 11:00:00;2100;1
56;1;2;700;57;Schnelllader;960;1000;0,4359968092068358;45;HPC;2021-01-02 11:40:00;2140;1
57;1;2;725;58;Schnelllader;960;1000;0,3740195457203851;45;HPC;2021-01-02 12:05:00;2165;1
59;1;2;775;60;Schnelllader;960;1000;0,4094611661187159;45;HPC;2021-01-02 12:55:00;2215;1
70;1;2;1000;71;Schnelllader;960;1000;0,3789622607083297;45;HPC;2021-01-02 16:40:00;2440;1
101;1;3;625;102;Schnelllader;960;1000;0,5055105813359133;45;HPC;2021-01-03 10:25:00;3505;1
104;1;3;745;105;Schnelllader;840;1000;0,4504372389537407;45;HPC;2021-01-03 12:25:00;3625;1
105;1;3;755;106;Schnelllader;960;1000;0,474751465120713;45;HPC;2021-01-03 12:35:00;3635;1
111;1;3;820;112;Schnelllader;960;1000;0,4205742135582995;45;HPC;2021-01-03 13:40:00;3700;1
122;1;3;995;123;Schnelllader;960;1000;0,3968944027054106;45;HPC;2021-01-03 16:35:00;3875;1
131;1;3;1090;132;Schnelllader;960;1000;0,3899704158925069;45;HPC;2021-01-03 18:10:00;3970;1
150;1;4;580;151;Schnelllader;960;1000;0,5158286227396143;45;HPC;2021-01-04 09:40:00;4900;1
152;1;4;630;153;Schnelllader;960;1000;0,4221250208581718;45;HPC;2021-01-04 10:30:00;4950;1
153;1;4;635;154;Schnelllader;720;1000;0,4520420604232127;45;HPC;2021-01-04 10:35:00;4955;1
155;1;4;655;156;Schnelllader;960;1000;0,4987854368987685;45;HPC;2021-01-04 10:55:00;4975;1
157;1;4;715;158;Schnelllader;600;1000;0,4898822968153117;45;HPC;2021-01-04 11:55:00;5035;1
158;1;4;720;159;Schnelllader;840;1000;0,472119825637892;45;HPC;2021-01-04 12:00:00;5040;1
159;1;4;735;160;Schnelllader;840;1000;0,4569590039413898;45;HPC;2021-01-04 12:15:00;5055;1
160;1;4;810;161;Schnelllader;960;1000;0,4597456966708027;45;HPC;2021-01-04 13:30:00;5130;1
163;1;4;840;164;Schnelllader;960;1000;0,3888265195603073;45;HPC;2021-01-04 14:00:00;5160;1
165;1;4;890;166;Schnelllader;960;1000;0,421236300063708;45;HPC;2021-01-04 14:50:00;5210;1
168;1;4;925;169;Schnelllader;840;1000;0,416330720531669;45;HPC;2021-01-04 15:25:00;5245;1
169;1;4;945;170;Schnelllader;960;1000;0,4278345096949083;45;HPC;2021-01-04 15:45:00;5265;1
171;1;4;950;172;Schnelllader;960;1000;0,4142316020981978;45;HPC;2021-01-04 15:50:00;5270;1
200;1;5;540;201;Schnelllader;840;1000;0,4132158331166356;45;HPC;2021-01-05 09:00:00;6300;1
201;1;5;570;202;Schnelllader;960;1000;0,3908873888688041;45;HPC;2021-01-05 09:30:00;6330;1
202;1;5;575;203;Schnelllader;960;1000;0,4988820797818085;45;HPC;2021-01-05 09:35:00;6335;1
203;1;5;595;204;Schnelllader;960;1000;0,3887755296294407;45;HPC;2021-01-05 09:55:00;6355;1
204;1;5;610;205;Schnelllader;960;1000;0,5039157248213555;45;HPC;2021-01-05 10:10:00;6370;1
205;1;5;625;206;Schnelllader;840;1000;0,4144824733646909;45;HPC;2021-01-05 10:25:00;6385;1
207;1;5;630;208;Schnelllader;960;1000;0,4031711198091483;45;HPC;2021-01-05 10:30:00;6390;1
209;1;5;640;210;Schnelllader;840;1000;0,3775551811597449;45;HPC;2021-01-05 10:40:00;6400;1
211;1;5;660;212;Schnelllader;840;1000;0,494553084925285;45;HPC;2021-01-05 11:00:00;6420;1
212;1;5;660;213;Schnelllader;720;1000;0,4489286439848862;45;HPC;2021-01-05 11:00:00;6420;1
218;1;5;775;219;Schnelllader;960;1000;0,3755069432266296;45;HPC;2021-01-05 12:55:00;6535;1
221;1;5;920;222;Schnelllader;960;1000;0,3567225378939799;45;HPC;2021-01-05 15:20:00;6680;1
222;1;5;950;223;Schnelllader;840;1000;0,383087894836866;45;HPC;2021-01-05 15:50:00;6710;1
223;1;5;960;224;Schnelllader;960;1000;0,3670204638288979;45;HPC;2021-01-05 16:00:00;6720;1
241;1;6;645;242;Schnelllader;840;1000;0,4782050378540592;45;HPC;2021-01-06 10:45:00;7845;1
242;1;6;655;243;Schnelllader;720;1000;0,4795149440462763;45;HPC;2021-01-06 10:55:00;7855;1
244;1;6;790;245;Schnelllader;960;1000;0,4421198878943154;45;HPC;2021-01-06 13:10:00;7990;1
246;1;6;940;247;Schnelllader;960;1000;0,4051657553516544;45;HPC;2021-01-06 15:40:00;8140;1
256;1;7;640;257;Schnelllader;960;1000;0,4002574581120734;45;HPC;2021-01-07 10:40:00;9280;1
257;1;7;650;258;Schnelllader;960;1000;0,3638502790465283;45;HPC;2021-01-07 10:50:00;9290;1
2;1;1;580;3;Schnelllader;720;1000;0,4026660661526529;45;MCS;2021-01-01 09:40:00;580;1
6;1;1;655;7;Schnelllader;960;1000;0,3477989040672405;45;MCS;2021-01-01 10:55:00;655;1
7;1;1;660;8;Schnelllader;960;1000;0,3282103185970559;45;MCS;2021-01-01 11:00:00;660;1
9;1;1;680;10;Schnelllader;960;1000;0,34596499344142;45;MCS;2021-01-01 11:20:00;680;1
13;1;1;725;14;Schnelllader;720;1000;0,3702723686587383;45;MCS;2021-01-01 12:05:00;725;1
14;1;1;730;15;Schnelllader;720;1000;0,4005512863264475;45;MCS;2021-01-01 12:10:00;730;1
17;1;1;750;18;Schnelllader;960;1000;0,3027116700572047;45;MCS;2021-01-01 12:30:00;750;1
18;1;1;815;19;Schnelllader;840;1000;0,276883825348819;45;MCS;2021-01-01 13:35:00;815;1
20;1;1;955;21;Schnelllader;840;1000;0,2418900825439995;45;MCS;2021-01-01 15:55:00;955;1
22;1;1;1080;23;Schnelllader;720;1000;0,3497570097233795;45;MCS;2021-01-01 18:00:00;1080;1
24;1;1;1135;25;Schnelllader;960;1000;0,2219431363068345;45;MCS;2021-01-01 18:55:00;1135;1
25;1;1;1135;26;Schnelllader;960;1000;0,197008930346818;45;MCS;2021-01-01 18:55:00;1135;1
26;1;1;1135;27;Schnelllader;840;1000;0,2809591192728781;45;MCS;2021-01-01 18:55:00;1135;1
27;1;1;1145;28;Schnelllader;840;1000;0,2193347564316719;45;MCS;2021-01-01 19:05:00;1145;1
30;1;1;1160;31;Schnelllader;720;1000;0,1901101287359541;45;MCS;2021-01-01 19:20:00;1160;1
31;1;1;1170;32;Schnelllader;600;1000;0,3137714687695234;45;MCS;2021-01-01 19:30:00;1170;1
34;1;1;1205;35;Schnelllader;600;1000;0,2828230023486417;45;MCS;2021-01-01 20:05:00;1205;1
35;1;1;1220;36;Schnelllader;960;1000;0,2528429850323899;45;MCS;2021-01-01 20:20:00;1220;1
36;1;1;1235;37;Schnelllader;600;1000;0,2059559963200033;45;MCS;2021-01-01 20:35:00;1235;1
37;1;1;1245;38;Schnelllader;960;1000;0,1690985004103839;45;MCS;2021-01-01 20:45:00;1245;1
38;1;1;1270;39;Schnelllader;960;1000;0,3233654700855297;45;MCS;2021-01-01 21:10:00;1270;1
39;1;1;1285;40;Schnelllader;840;1000;0,286598788362281;45;MCS;2021-01-01 21:25:00;1285;1
40;1;1;1315;41;Schnelllader;960;1000;0,2934794696232922;45;MCS;2021-01-01 21:55:00;1315;1
55;1;2;695;56;Schnelllader;960;1000;0,3343789744182446;45;MCS;2021-01-02 11:35:00;2135;1
58;1;2;740;59;Schnelllader;960;1000;0,3301037020799708;45;MCS;2021-01-02 12:20:00;2180;1
60;1;2;775;61;Schnelllader;720;1000;0,3360404735363451;45;MCS;2021-01-02 12:55:00;2215;1
61;1;2;870;62;Schnelllader;720;1000;0,3165756619633539;45;MCS;2021-01-02 14:30:00;2310;1
62;1;2;885;63;Schnelllader;600;1000;0,2974991550395875;45;MCS;2021-01-02 14:45:00;2325;1
63;1;2;905;64;Schnelllader;960;1000;0,2646579540108816;45;MCS;2021-01-02 15:05:00;2345;1
64;1;2;920;65;Schnelllader;960;1000;0,3483301156712013;45;MCS;2021-01-02 15:20:00;2360;1
65;1;2;940;66;Schnelllader;840;1000;0,3353035387637728;45;MCS;2021-01-02 15:40:00;2380;1
66;1;2;955;67;Schnelllader;600;1000;0,3681128723684564;45;MCS;2021-01-02 15:55:00;2395;1
69;1;2;1000;70;Schnelllader;960;1000;0,2878059582097401;45;MCS;2021-01-02 16:40:00;2440;1
71;1;2;1015;72;Schnelllader;600;1000;0,2512221358814098;45;MCS;2021-01-02 16:55:00;2455;1
73;1;2;1025;74;Schnelllader;960;1000;0,3266617206670943;45;MCS;2021-01-02 17:05:00;2465;1
74;1;2;1060;75;Schnelllader;840;1000;0,3335922519005201;45;MCS;2021-01-02 17:40:00;2500;1
75;1;2;1080;76;Schnelllader;720;1000;0,24504981749936;45;MCS;2021-01-02 18:00:00;2520;1
76;1;2;1090;77;Schnelllader;840;1000;0,3742220519905154;45;MCS;2021-01-02 18:10:00;2530;1
77;1;2;1090;78;Schnelllader;720;1000;0,2509544724881711;45;MCS;2021-01-02 18:10:00;2530;1
78;1;2;1110;79;Schnelllader;840;1000;0,3191265798094429;45;MCS;2021-01-02 18:30:00;2550;1
80;1;2;1125;81;Schnelllader;960;1000;0,2325275087984799;45;MCS;2021-01-02 18:45:00;2565;1
82;1;2;1140;83;Schnelllader;960;1000;0,3092063292308575;45;MCS;2021-01-02 19:00:00;2580;1
87;1;2;1265;88;Schnelllader;840;1000;0,1733041888291986;45;MCS;2021-01-02 21:05:00;2705;1
89;1;2;1290;90;Schnelllader;960;1000;0,3217728780440897;45;MCS;2021-01-02 21:30:00;2730;1
92;1;2;1315;93;Schnelllader;840;1000;0,3245239954178506;45;MCS;2021-01-02 21:55:00;2755;1
93;1;2;1330;94;Schnelllader;840;1000;0,3200894589884223;45;MCS;2021-01-02 22:10:00;2770;1
94;1;2;1335;95;Schnelllader;720;1000;0,204819544933352;45;MCS;2021-01-02 22:15:00;2775;1
96;1;2;1375;97;Schnelllader;840;1000;0,1634110543023001;45;MCS;2021-01-02 22:55:00;2815;1
99;1;3;585;100;Schnelllader;720;1000;0,344345760463794;45;MCS;2021-01-03 09:45:00;3465;1
100;1;3;625;101;Schnelllader;600;1000;0,3286443651303099;45;MCS;2021-01-03 10:25:00;3505;1
102;1;3;700;103;Schnelllader;720;1000;0,4138453329412241;45;MCS;2021-01-03 11:40:00;3580;1
103;1;3;715;104;Schnelllader;960;1000;0,3234329655243312;45;MCS;2021-01-03 11:55:00;3595;1
106;1;3;790;107;Schnelllader;960;1000;0,2809675302960597;45;MCS;2021-01-03 13:10:00;3670;1
107;1;3;805;108;Schnelllader;960;1000;0,3092588640141691;45;MCS;2021-01-03 13:25:00;3685;1
108;1;3;805;109;Schnelllader;960;1000;0,3490036171585566;45;MCS;2021-01-03 13:25:00;3685;1
109;1;3;810;110;Schnelllader;960;1000;0,3227461979002314;45;MCS;2021-01-03 13:30:00;3690;1
110;1;3;820;111;Schnelllader;720;1000;0,3501009468794747;45;MCS;2021-01-03 13:40:00;3700;1
112;1;3;825;113;Schnelllader;720;1000;0,2846912762684532;45;MCS;2021-01-03 13:45:00;3705;1
113;1;3;865;114;Schnelllader;720;1000;0,3524943541561131;45;MCS;2021-01-03 14:25:00;3745;1
114;1;3;890;115;Schnelllader;720;1000;0,4047987106197221;45;MCS;2021-01-03 14:50:00;3770;1
115;1;3;900;116;Schnelllader;600;1000;0,3561270243220212;45;MCS;2021-01-03 15:00:00;3780;1
120;1;3;990;121;Schnelllader;720;1000;0,2398694929987535;45;MCS;2021-01-03 16:30:00;3870;1
121;1;3;995;122;Schnelllader;840;1000;0,3220272517160175;45;MCS;2021-01-03 16:35:00;3875;1
123;1;3;1005;124;Schnelllader;960;1000;0,2276608019544089;45;MCS;2021-01-03 16:45:00;3885;1
124;1;3;1010;125;Schnelllader;600;1000;0,2225022621083243;45;MCS;2021-01-03 16:50:00;3890;1
125;1;3;1010;126;Schnelllader;840;1000;0,3088505780983033;45;MCS;2021-01-03 16:50:00;3890;1
127;1;3;1025;128;Schnelllader;960;1000;0,2689867793891886;45;MCS;2021-01-03 17:05:00;3905;1
128;1;3;1025;129;Schnelllader;960;1000;0,2455868854162859;45;MCS;2021-01-03 17:05:00;3905;1
129;1;3;1050;130;Schnelllader;720;1000;0,2202377296920458;45;MCS;2021-01-03 17:30:00;3930;1
130;1;3;1070;131;Schnelllader;960;1000;0,295234765817465;45;MCS;2021-01-03 17:50:00;3950;1
132;1;3;1105;133;Schnelllader;960;1000;0,3014708105022802;45;MCS;2021-01-03 18:25:00;3985;1
133;1;3;1115;134;Schnelllader;720;1000;0,3491669478534528;45;MCS;2021-01-03 18:35:00;3995;1
134;1;3;1120;135;Schnelllader;840;1000;0,1892786977259511;45;MCS;2021-01-03 18:40:00;4000;1
137;1;3;1160;138;Schnelllader;960;1000;0,2316069145142613;45;MCS;2021-01-03 19:20:00;4040;1
139;1;3;1175;140;Schnelllader;840;1000;0,2350099202061223;45;MCS;2021-01-03 19:35:00;4055;1
140;1;3;1190;141;Schnelllader;840;1000;0,1714543871471651;45;MCS;2021-01-03 19:50:00;4070;1
141;1;3;1235;142;Schnelllader;960;1000;0,1933582269578592;45;MCS;2021-01-03 20:35:00;4115;1
143;1;3;1270;144;Schnelllader;960;1000;0,2594948355751758;45;MCS;2021-01-03 21:10:00;4150;1
144;1;3;1275;145;Schnelllader;840;1000;0,2202205275601548;45;MCS;2021-01-03 21:15:00;4155;1
146;1;3;1305;147;Schnelllader;600;1000;0,3017960241024412;45;MCS;2021-01-03 21:45:00;4185;1
151;1;4;580;152;Schnelllader;960;1000;0,3428733948994504;45;MCS;2021-01-04 09:40:00;4900;1
154;1;4;645;155;Schnelllader;840;1000;0,3251565352626678;45;MCS;2021-01-04 10:45:00;4965;1
156;1;4;670;157;Schnelllader;720;1000;0,4051396809879964;45;MCS;2021-01-04 11:10:00;4990;1
161;1;4;810;162;Schnelllader;840;1000;0,3278814143861412;45;MCS;2021-01-04 13:30:00;5130;1
162;1;4;835;163;Schnelllader;720;1000;0,292031883030299;45;MCS;2021-01-04 13:55:00;5155;1
164;1;4;850;165;Schnelllader;600;1000;0,2732606551363674;45;MCS;2021-01-04 14:10:00;5170;1
167;1;4;925;168;Schnelllader;960;1000;0,3258444018493953;45;MCS;2021-01-04 15:25:00;5245;1
170;1;4;945;171;Schnelllader;840;1000;0,2509469273929969;45;MCS;2021-01-04 15:45:00;5265;1
172;1;4;960;173;Schnelllader;720;1000;0,3073781713262042;45;MCS;2021-01-04 16:00:00;5280;1
173;1;4;970;174;Schnelllader;960;1000;0,2741285611006925;45;MCS;2021-01-04 16:10:00;5290;1
174;1;4;985;175;Schnelllader;960;1000;0,2958325436065681;45;MCS;2021-01-04 16:25:00;5305;1
177;1;4;1040;178;Schnelllader;720;1000;0,3128615401807587;45;MCS;2021-01-04 17:20:00;5360;1
180;1;4;1060;181;Schnelllader;960;1000;0,2941082129535546;45;MCS;2021-01-04 17:40:00;5380;1
182;1;4;1165;183;Schnelllader;840;1000;0,3712552258629888;45;MCS;2021-01-04 19:25:00;5485;1
185;1;4;1190;186;Schnelllader;960;1000;0,3344657409422276;45;MCS;2021-01-04 19:50:00;5510;1
186;1;4;1205;187;Schnelllader;600;1000;0,3251802018260155;45;MCS;2021-01-04 20:05:00;5525;1
189;1;4;1280;190;Schnelllader;960;1000;0,3115294781354824;45;MCS;2021-01-04 21:20:00;5600;1
190;1;4;1285;191;Schnelllader;960;1000;0,285343901677672;45;MCS;2021-01-04 21:25:00;5605;1
192;1;4;1305;193;Schnelllader;720;1000;0,1370308949379632;45;MCS;2021-01-04 21:45:00;5625;1
193;1;4;1325;194;Schnelllader;840;1000;0,2336195688340298;45;MCS;2021-01-04 22:05:00;5645;1
197;1;4;1375;198;Schnelllader;960;1000;0,2546323428039491;45;MCS;2021-01-04 22:55:00;5695;1
198;1;4;1405;199;Schnelllader;840;1000;0,1213593129470797;45;MCS;2021-01-04 23:25:00;5725;1
199;1;4;1420;200;Schnelllader;960;1000;0,2134863411205255;45;MCS;2021-01-04 23:40:00;5740;1
206;1;5;625;207;Schnelllader;720;1000;0,3555718278368663;45;MCS;2021-01-05 10:25:00;6385;1
208;1;5;635;209;Schnelllader;600;1000;0,4143557536065452;45;MCS;2021-01-05 10:35:00;6395;1
210;1;5;655;211;Schnelllader;720;1000;0,3539134048102611;45;MCS;2021-01-05 10:55:00;6415;1
213;1;5;695;214;Schnelllader;840;1000;0,3592486461898762;45;MCS;2021-01-05 11:35:00;6455;1
214;1;5;715;215;Schnelllader;720;1000;0,3352020968553493;45;MCS;2021-01-05 11:55:00;6475;1
215;1;5;745;216;Schnelllader;720;1000;0,3153524263638502;45;MCS;2021-01-05 12:25:00;6505;1
216;1;5;770;217;Schnelllader;720;1000;0,3850834541709713;45;MCS;2021-01-05 12:50:00;6530;1
217;1;5;775;218;Schnelllader;720;1000;0,3799045970382043;45;MCS;2021-01-05 12:55:00;6535;1
219;1;5;875;220;Schnelllader;960;1000;0,2723840576174847;45;MCS;2021-01-05 14:35:00;6635;1
220;1;5;895;221;Schnelllader;600;1000;0,3314793653979323;45;MCS;2021-01-05 14:55:00;6655;1
227;1;5;1015;228;Schnelllader;840;1000;0,3299556609337823;45;MCS;2021-01-05 16:55:00;6775;1
229;1;5;1115;230;Schnelllader;960;1000;0,2247042038712754;45;MCS;2021-01-05 18:35:00;6875;1
231;1;5;1130;232;Schnelllader;720;1000;0,2210087497115047;45;MCS;2021-01-05 18:50:00;6890;1
