;Cluster;Wochentag;Ankunftszeit;Nummer;Pausentyp;Kapazitaet;Max_Leistung;SOC;Pausenlaenge;Ladesäule;Zeit_DateTime;Ankunftszeit_total;LoadStatus
1046;2;1;1150;287;Nachtlader;840;1000;0,3521053932538769;540;NCS;2021-01-01 19:10:00;1150;1
1048;2;1;1155;289;Nachtlader;840;1000;0,1802248082091459;540;NCS;2021-01-01 19:15:00;1155;1
1053;2;1;1160;294;Nachtlader;960;1000;0,2973093510030849;540;NCS;2021-01-01 19:20:00;1160;1
1054;2;1;1160;295;Nachtlader;840;1000;0,2833810007676162;540;NCS;2021-01-01 19:20:00;1160;1
1055;2;1;1160;296;Nachtlader;960;1000;0,3166794000065855;540;NCS;2021-01-01 19:20:00;1160;1
1056;2;1;1160;297;Nachtlader;960;1000;0,2308736963325313;540;NCS;2021-01-01 19:20:00;1160;1
1057;2;1;1165;298;Nachtlader;840;1000;0,1781826657550017;540;NCS;2021-01-01 19:25:00;1165;1
1058;2;1;1165;299;Nachtlader;960;1000;0,2104884392806869;540;NCS;2021-01-01 19:25:00;1165;1
1059;2;1;1165;300;Nachtlader;960;1000;0,3073521183206306;540;NCS;2021-01-01 19:25:00;1165;1
1069;2;1;1180;310;Nachtlader;960;1000;0,2363256791673731;540;NCS;2021-01-01 19:40:00;1180;1
1070;2;1;1180;311;Nachtlader;960;1000;0,1706626951336692;540;NCS;2021-01-01 19:40:00;1180;1
1071;2;1;1180;312;Nachtlader;840;1000;0,249977439978146;540;NCS;2021-01-01 19:40:00;1180;1
1072;2;1;1185;313;Nachtlader;840;1000;0,1794352154694878;540;NCS;2021-01-01 19:45:00;1185;1
1076;2;1;1190;317;Nachtlader;720;1000;0,2739107629759345;540;NCS;2021-01-01 19:50:00;1190;1
1077;2;1;1190;318;Nachtlader;960;1000;0,1990725602110767;540;NCS;2021-01-01 19:50:00;1190;1
1080;2;1;1195;321;Nachtlader;960;1000;0,1884789284357835;540;NCS;2021-01-01 19:55:00;1195;1
1085;2;1;1205;326;Nachtlader;960;1000;0,2251555978420708;540;NCS;2021-01-01 20:05:00;1205;1
1088;2;1;1210;329;Nachtlader;720;1000;0,2166025048651957;540;NCS;2021-01-01 20:10:00;1210;1
1091;2;1;1215;332;Nachtlader;960;1000;0,3579358314131532;540;NCS;2021-01-01 20:15:00;1215;1
1092;2;1;1215;333;Nachtlader;960;1000;0,1704695993977795;540;NCS;2021-01-01 20:15:00;1215;1
1093;2;1;1215;334;Nachtlader;960;1000;0,2783680361016221;540;NCS;2021-01-01 20:15:00;1215;1
1096;2;1;1220;337;Nachtlader;960;1000;0,1942712020578482;540;NCS;2021-01-01 20:20:00;1220;1
1099;2;1;1225;340;Nachtlader;960;1000;0,2683756886344192;540;NCS;2021-01-01 20:25:00;1225;1
1100;2;1;1225;341;Nachtlader;960;1000;0,2969279139244243;540;NCS;2021-01-01 20:25:00;1225;1
1103;2;1;1230;344;Nachtlader;840;1000;0,2933263258615751;540;NCS;2021-01-01 20:30:00;1230;1
1104;2;1;1230;345;Nachtlader;960;1000;0,308060524900192;540;NCS;2021-01-01 20:30:00;1230;1
1105;2;1;1230;346;Nachtlader;840;1000;0,3284866493736728;540;NCS;2021-01-01 20:30:00;1230;1
1106;2;1;1230;347;Nachtlader;960;1000;0,3502765238329642;540;NCS;2021-01-01 20:30:00;1230;1
1109;2;1;1240;350;Nachtlader;720;1000;0,3157879457081078;540;NCS;2021-01-01 20:40:00;1240;1
1110;2;1;1240;351;Nachtlader;960;1000;0,3136828119354947;540;NCS;2021-01-01 20:40:00;1240;1
1112;2;1;1245;353;Nachtlader;720;1000;0,1872506511478561;540;NCS;2021-01-01 20:45:00;1245;1
1113;2;1;1245;354;Nachtlader;840;1000;0,2869063227767369;540;NCS;2021-01-01 20:45:00;1245;1
1116;2;1;1255;357;Nachtlader;720;1000;0,1898504227672305;540;NCS;2021-01-01 20:55:00;1255;1
1117;2;1;1255;358;Nachtlader;600;1000;0,2222694427588702;540;NCS;2021-01-01 20:55:00;1255;1
1118;2;1;1255;359;Nachtlader;840;1000;0,2880271611783618;540;NCS;2021-01-01 20:55:00;1255;1
1119;2;1;1260;360;Nachtlader;960;1000;0,1815387815410899;540;NCS;2021-01-01 21:00:00;1260;1
1120;2;1;1265;361;Nachtlader;840;1000;0,2771458969443216;540;NCS;2021-01-01 21:05:00;1265;1
1121;2;1;1270;362;Nachtlader;720;1000;0,2017039097854246;540;NCS;2021-01-01 21:10:00;1270;1
1125;2;1;1275;366;Nachtlader;960;1000;0,176976201210147;540;NCS;2021-01-01 21:15:00;1275;1
1129;2;1;1280;370;Nachtlader;960;1000;0,3022004143915675;540;NCS;2021-01-01 21:20:00;1280;1
1130;2;1;1280;371;Nachtlader;960;1000;0,2610310611980604;540;NCS;2021-01-01 21:20:00;1280;1
1131;2;1;1280;372;Nachtlader;960;1000;0,1791444811384504;540;NCS;2021-01-01 21:20:00;1280;1
1133;2;1;1285;374;Nachtlader;960;1000;0,2498838325987125;540;NCS;2021-01-01 21:25:00;1285;1
1134;2;1;1285;375;Nachtlader;600;1000;0,2569427175462728;540;NCS;2021-01-01 21:25:00;1285;1
1141;2;1;1300;382;Nachtlader;960;1000;0,3281840293857649;540;NCS;2021-01-01 21:40:00;1300;1
1143;2;1;1305;384;Nachtlader;960;1000;0,2716268619748968;540;NCS;2021-01-01 21:45:00;1305;1
1145;2;1;1310;386;Nachtlader;840;1000;0,265102153728154;540;NCS;2021-01-01 21:50:00;1310;1
1146;2;1;1315;387;Nachtlader;840;1000;0,2960776725801388;540;NCS;2021-01-01 21:55:00;1315;1
1148;2;1;1320;389;Nachtlader;960;1000;0,3021528558698944;540;NCS;2021-01-01 22:00:00;1320;1
1149;2;1;1320;390;Nachtlader;960;1000;0,1802017472218179;540;NCS;2021-01-01 22:00:00;1320;1
1150;2;1;1320;391;Nachtlader;600;1000;0,2543052400072606;540;NCS;2021-01-01 22:00:00;1320;1
1151;2;1;1325;392;Nachtlader;840;1000;0,1414788137196554;540;NCS;2021-01-01 22:05:00;1325;1
1152;2;1;1325;393;Nachtlader;960;1000;0,3165930462867788;540;NCS;2021-01-01 22:05:00;1325;1
1153;2;1;1330;394;Nachtlader;960;1000;0,3271256594804314;540;NCS;2021-01-01 22:10:00;1330;1
1154;2;1;1330;395;Nachtlader;720;1000;0,3048186870626417;540;NCS;2021-01-01 22:10:00;1330;1
1155;2;1;1340;396;Nachtlader;600;1000;0,1734793366437061;540;NCS;2021-01-01 22:20:00;1340;1
1157;2;1;1345;398;Nachtlader;960;1000;0,216661951228034;540;NCS;2021-01-01 22:25:00;1345;1
1158;2;1;1345;399;Nachtlader;720;1000;0,2733955596904142;540;NCS;2021-01-01 22:25:00;1345;1
1159;2;1;1345;400;Nachtlader;960;1000;0,2391613509023881;540;NCS;2021-01-01 22:25:00;1345;1
1160;2;1;1345;401;Nachtlader;960;1000;0,2552090820264464;540;NCS;2021-01-01 22:25:00;1345;1
1161;2;1;1350;402;Nachtlader;840;1000;0,162863276679794;540;NCS;2021-01-01 22:30:00;1350;1
1162;2;1;1350;403;Nachtlader;840;1000;0,2996236377868072;540;NCS;2021-01-01 22:30:00;1350;1
1164;2;1;1355;405;Nachtlader;840;1000;0,3198315346997558;540;NCS;2021-01-01 22:35:00;1355;1
1168;2;1;1360;409;Nachtlader;840;1000;0,2206119293477436;540;NCS;2021-01-01 22:40:00;1360;1
1169;2;1;1370;410;Nachtlader;840;1000;0,1374786436215611;540;NCS;2021-01-01 22:50:00;1370;1
1170;2;1;1375;411;Nachtlader;960;1000;0,183381055621098;540;NCS;2021-01-01 22:55:00;1375;1
1171;2;1;1380;412;Nachtlader;840;1000;0,2888638866284623;540;NCS;2021-01-01 23:00:00;1380;1
1172;2;1;1380;413;Nachtlader;720;1000;0,2408748563066748;540;NCS;2021-01-01 23:00:00;1380;1
1173;2;1;1380;414;Nachtlader;840;1000;0,1470714064473562;540;NCS;2021-01-01 23:00:00;1380;1
1176;2;1;1410;417;Nachtlader;720;1000;0,2570585013836947;540;NCS;2021-01-01 23:30:00;1410;1
1177;2;1;1440;418;Nachtlader;840;1000;0,2086118569893204;540;NCS;2021-01-02 00:00:00;1440;1
1178;2;1;1440;419;Nachtlader;960;1000;0,1028052010658786;540;NCS;2021-01-02 00:00:00;1440;1
1180;2;2;10;421;Nachtlader;960;1000;0,1967720437728622;540;NCS;2021-01-02 00:10:00;1450;1
1181;2;2;15;422;Nachtlader;960;1000;0,2556092612966398;540;NCS;2021-01-02 00:15:00;1455;1
1182;2;2;20;423;Nachtlader;720;1000;0,2088514674030501;540;NCS;2021-01-02 00:20:00;1460;1
1183;2;2;25;424;Nachtlader;960;1000;0,2298757640473245;540;NCS;2021-01-02 00:25:00;1465;1
1184;2;2;45;425;Nachtlader;960;1000;0,2380093776818899;540;NCS;2021-01-02 00:45:00;1485;1
1185;2;2;75;426;Nachtlader;720;1000;0,1783621789234343;540;NCS;2021-01-02 01:15:00;1515;1
1186;2;2;90;427;Nachtlader;840;1000;0,1358189878656363;540;NCS;2021-01-02 01:30:00;1530;1
1187;2;2;115;428;Nachtlader;960;1000;0,1514125384378417;540;NCS;2021-01-02 01:55:00;1555;1
1188;2;2;120;429;Nachtlader;840;1000;0,1803752542473479;540;NCS;2021-01-02 02:00:00;1560;1
1189;2;2;145;430;Nachtlader;840;1000;0,2219625523096234;540;NCS;2021-01-02 02:25:00;1585;1
1190;2;2;185;431;Nachtlader;960;1000;0,1595300555136561;540;NCS;2021-01-02 03:05:00;1625;1
1372;2;2;875;613;Nachtlader;720;1000;0,2924248540821003;540;NCS;2021-01-02 14:35:00;2315;1
1378;2;2;895;619;Nachtlader;720;1000;0,4312859007371753;540;NCS;2021-01-02 14:55:00;2335;1
1417;2;2;980;658;Nachtlader;960;1000;0,3933707723808137;540;NCS;2021-01-02 16:20:00;2420;1
1418;2;2;985;659;Nachtlader;960;1000;0,4204515154782553;540;NCS;2021-01-02 16:25:00;2425;1
1419;2;2;990;660;Nachtlader;960;1000;0,2299180461612952;540;NCS;2021-01-02 16:30:00;2430;1
1422;2;2;995;663;Nachtlader;840;1000;0,3238785641464213;540;NCS;2021-01-02 16:35:00;2435;1
1423;2;2;1000;664;Nachtlader;840;1000;0,2824128089304041;540;NCS;2021-01-02 16:40:00;2440;1
1424;2;2;1000;665;Nachtlader;960;1000;0,3469813318306325;540;NCS;2021-01-02 16:40:00;2440;1
1432;2;2;1025;673;Nachtlader;840;1000;0,3322934150827087;540;NCS;2021-01-02 17:05:00;2465;1
1438;2;2;1030;679;Nachtlader;600;1000;0,3888342588111986;540;NCS;2021-01-02 17:10:00;2470;1
1441;2;2;1035;682;Nachtlader;840;1000;0,3484493327571978;540;NCS;2021-01-02 17:15:00;2475;1
1445;2;2;1040;686;Nachtlader;600;1000;0,3124154996080689;540;NCS;2021-01-02 17:20:00;2480;1
1446;2;2;1040;687;Nachtlader;960;1000;0,2328727152419972;540;NCS;2021-01-02 17:20:00;2480;1
1447;2;2;1040;688;Nachtlader;960;1000;0,3795885764283706;540;NCS;2021-01-02 17:20:00;2480;1
1454;2;2;1055;695;Nachtlader;960;1000;0,2338042038593925;540;NCS;2021-01-02 17:35:00;2495;1
1456;2;2;1060;697;Nachtlader;960;1000;0,3040911883338711;540;NCS;2021-01-02 17:40:00;2500;1
1457;2;2;1060;698;Nachtlader;720;1000;0,3598774439991677;540;NCS;2021-01-02 17:40:00;2500;1
1458;2;2;1060;699;Nachtlader;960;1000;0,2600368591423457;540;NCS;2021-01-02 17:40:00;2500;1
1462;2;2;1070;703;Nachtlader;720;1000;0,2280250586280494;540;NCS;2021-01-02 17:50:00;2510;1
1464;2;2;1075;705;Nachtlader;600;1000;0,378477143492743;540;NCS;2021-01-02 17:55:00;2515;1
1465;2;2;1075;706;Nachtlader;960;1000;0,2800650721293907;540;NCS;2021-01-02 17:55:00;2515;1
1466;2;2;1075;707;Nachtlader;960;1000;0,2097661049816918;540;NCS;2021-01-02 17:55:00;2515;1
1467;2;2;1075;708;Nachtlader;840;1000;0,3477810374604304;540;NCS;2021-01-02 17:55:00;2515;1
1468;2;2;1080;709;Nachtlader;720;1000;0,2575795185989072;540;NCS;2021-01-02 18:00:00;2520;1
1469;2;2;1085;710;Nachtlader;720;1000;0,3846116438977191;540;NCS;2021-01-02 18:05:00;2525;1
1475;2;2;1100;716;Nachtlader;720;1000;0,2720625672345987;540;NCS;2021-01-02 18:20:00;2540;1
1476;2;2;1100;717;Nachtlader;960;1000;0,3679504804588687;540;NCS;2021-01-02 18:20:00;2540;1
1479;2;2;1105;720;Nachtlader;840;1000;0,2740789564658296;540;NCS;2021-01-02 18:25:00;2545;1
1480;2;2;1105;721;Nachtlader;720;1000;0,2085519001120314;540;NCS;2021-01-02 18:25:00;2545;1
1481;2;2;1110;722;Nachtlader;960;1000;0,3609396242489148;540;NCS;2021-01-02 18:30:00;2550;1
1482;2;2;1110;723;Nachtlader;600;1000;0,2374330428615524;540;NCS;2021-01-02 18:30:00;2550;1
1483;2;2;1110;724;Nachtlader;720;1000;0,2898690261212308;540;NCS;2021-01-02 18:30:00;2550;1
1484;2;2;1110;725;Nachtlader;720;1000;0,3744119119636531;540;NCS;2021-01-02 18:30:00;2550;1
1485;2;2;1115;726;Nachtlader;720;1000;0,3495652646983368;540;NCS;2021-01-02 18:35:00;2555;1
1486;2;2;1115;727;Nachtlader;840;1000;0,2206573686544818;540;NCS;2021-01-02 18:35:00;2555;1
1487;2;2;1115;728;Nachtlader;840;1000;0,3149290643905226;540;NCS;2021-01-02 18:35:00;2555;1
1490;2;2;1120;731;Nachtlader;960;1000;0,318862747746144;540;NCS;2021-01-02 18:40:00;2560;1
1491;2;2;1120;732;Nachtlader;840;1000;0,2077601408004727;540;NCS;2021-01-02 18:40:00;2560;1
1492;2;2;1125;733;Nachtlader;960;1000;0,1959465413849972;540;NCS;2021-01-02 18:45:00;2565;1
1493;2;2;1125;734;Nachtlader;960;1000;0,2738366813756733;540;NCS;2021-01-02 18:45:00;2565;1
1494;2;2;1125;735;Nachtlader;960;1000;0,3505047387907635;540;NCS;2021-01-02 18:45:00;2565;1
1498;2;2;1135;739;Nachtlader;960;1000;0,3324557848747533;540;NCS;2021-01-02 18:55:00;2575;1
1499;2;2;1135;740;Nachtlader;960;1000;0,2536384667986089;540;NCS;2021-01-02 18:55:00;2575;1
1500;2;2;1135;741;Nachtlader;840;1000;0,3064661248311414;540;NCS;2021-01-02 18:55:00;2575;1
1503;2;2;1140;744;Nachtlader;960;1000;0,2486481322347672;540;NCS;2021-01-02 19:00:00;2580;1
1504;2;2;1140;745;Nachtlader;960;1000;0,2144557177015425;540;NCS;2021-01-02 19:00:00;2580;1
1505;2;2;1140;746;Nachtlader;840;1000;0,2594641340770377;540;NCS;2021-01-02 19:00:00;2580;1
1506;2;2;1140;747;Nachtlader;960;1000;0,2072537430196963;540;NCS;2021-01-02 19:00:00;2580;1
1507;2;2;1140;748;Nachtlader;720;1000;0,1969161624573027;540;NCS;2021-01-02 19:00:00;2580;1
1511;2;2;1150;752;Nachtlader;840;1000;0,2199380554860402;540;NCS;2021-01-02 19:10:00;2590;1
1512;2;2;1150;753;Nachtlader;600;1000;0,2249508843449942;540;NCS;2021-01-02 19:10:00;2590;1
1513;2;2;1150;754;Nachtlader;840;1000;0,1859622878891507;540;NCS;2021-01-02 19:10:00;2590;1
1518;2;2;1155;759;Nachtlader;840;1000;0,3056437151689328;540;NCS;2021-01-02 19:15:00;2595;1
1519;2;2;1155;760;Nachtlader;840;1000;0,3336127842092862;540;NCS;2021-01-02 19:15:00;2595;1
1520;2;2;1155;761;Nachtlader;720;1000;0,2205269857189138;540;NCS;2021-01-02 19:15:00;2595;1
1521;2;2;1155;762;Nachtlader;960;1000;0,245026520022379;540;NCS;2021-01-02 19:15:00;2595;1
1522;2;2;1155;763;Nachtlader;960;1000;0,2716200681383441;540;NCS;2021-01-02 19:15:00;2595;1
1529;2;2;1165;770;Nachtlader;960;1000;0,2716096800898566;540;NCS;2021-01-02 19:25:00;2605;1
1530;2;2;1165;771;Nachtlader;960;1000;0,3235926301720797;540;NCS;2021-01-02 19:25:00;2605;1
1533;2;2;1170;774;Nachtlader;840;1000;0,2237294414372191;540;NCS;2021-01-02 19:30:00;2610;1
1542;2;2;1180;783;Nachtlader;600;1000;0,1914027231281857;540;NCS;2021-01-02 19:40:00;2620;1
1543;2;2;1185;784;Nachtlader;960;1000;0,3031786406108309;540;NCS;2021-01-02 19:45:00;2625;1
1544;2;2;1185;785;Nachtlader;840;1000;0,2973450086702107;540;NCS;2021-01-02 19:45:00;2625;1
1545;2;2;1185;786;Nachtlader;960;1000;0,289062596448064;540;NCS;2021-01-02 19:45:00;2625;1
1546;2;2;1185;787;Nachtlader;960;1000;0,2697515676377137;540;NCS;2021-01-02 19:45:00;2625;1
1547;2;2;1185;788;Nachtlader;960;1000;0,3404891372042649;540;NCS;2021-01-02 19:45:00;2625;1
1551;2;2;1190;792;Nachtlader;840;1000;0,2549329766848587;540;NCS;2021-01-02 19:50:00;2630;1
1552;2;2;1190;793;Nachtlader;960;1000;0,2309709085499687;540;NCS;2021-01-02 19:50:00;2630;1
1553;2;2;1190;794;Nachtlader;600;1000;0,3206885158843113;540;NCS;2021-01-02 19:50:00;2630;1
1555;2;2;1195;796;Nachtlader;840;1000;0,20449160007368;540;NCS;2021-01-02 19:55:00;2635;1
1557;2;2;1200;798;Nachtlader;960;1000;0,201839158478071;540;NCS;2021-01-02 20:00:00;2640;1
1558;2;2;1200;799;Nachtlader;720;1000;0,1814893003599771;540;NCS;2021-01-02 20:00:00;2640;1
1559;2;2;1200;800;Nachtlader;960;1000;0,3408957455193518;540;NCS;2021-01-02 20:00:00;2640;1
1560;2;2;1200;801;Nachtlader;960;1000;0,2048128777093201;540;NCS;2021-01-02 20:00:00;2640;1
1563;2;2;1205;804;Nachtlader;840;1000;0,2801983258927665;540;NCS;2021-01-02 20:05:00;2645;1
1564;2;2;1205;805;Nachtlader;840;1000;0,2952054407446295;540;NCS;2021-01-02 20:05:00;2645;1
1572;2;2;1220;813;Nachtlader;960;1000;0,2976159723134078;540;NCS;2021-01-02 20:20:00;2660;1
1573;2;2;1225;814;Nachtlader;840;1000;0,1733149851222731;540;NCS;2021-01-02 20:25:00;2665;1
1576;2;2;1230;817;Nachtlader;840;1000;0,1928839609707949;540;NCS;2021-01-02 20:30:00;2670;1
1578;2;2;1235;819;Nachtlader;960;1000;0,3411087761431031;540;NCS;2021-01-02 20:35:00;2675;1
1581;2;2;1245;822;Nachtlader;720;1000;0,2972619600954412;540;NCS;2021-01-02 20:45:00;2685;1
1582;2;2;1245;823;Nachtlader;600;1000;0,2704732740313745;540;NCS;2021-01-02 20:45:00;2685;1
1583;2;2;1250;824;Nachtlader;960;1000;0,2762751955286753;540;NCS;2021-01-02 20:50:00;2690;1
1585;2;2;1255;826;Nachtlader;960;1000;0,2211965680807743;540;NCS;2021-01-02 20:55:00;2695;1
1589;2;2;1260;830;Nachtlader;720;1000;0,2163159171741626;540;NCS;2021-01-02 21:00:00;2700;1
1591;2;2;1265;832;Nachtlader;600;1000;0,2408951430465467;540;NCS;2021-01-02 21:05:00;2705;1
1592;2;2;1265;833;Nachtlader;960;1000;0,1683180933058389;540;NCS;2021-01-02 21:05:00;2705;1
1593;2;2;1265;834;Nachtlader;600;1000;0,3315615921375771;540;NCS;2021-01-02 21:05:00;2705;1
1595;2;2;1270;836;Nachtlader;960;1000;0,263885848514684;540;NCS;2021-01-02 21:10:00;2710;1
1596;2;2;1275;837;Nachtlader;960;1000;0,2785446482402641;540;NCS;2021-01-02 21:15:00;2715;1
1597;2;2;1275;838;Nachtlader;960;1000;0,2721068712821044;540;NCS;2021-01-02 21:15:00;2715;1
1598;2;2;1275;839;Nachtlader;840;1000;0,2395202471323041;540;NCS;2021-01-02 21:15:00;2715;1
1599;2;2;1280;840;Nachtlader;720;1000;0,2936011089924197;540;NCS;2021-01-02 21:20:00;2720;1
1600;2;2;1280;841;Nachtlader;960;1000;0,1913209769226613;540;NCS;2021-01-02 21:20:00;2720;1
1601;2;2;1280;842;Nachtlader;840;1000;0,2093646964845615;540;NCS;2021-01-02 21:20:00;2720;1
1603;2;2;1285;844;Nachtlader;960;1000;0,1695390228030363;540;NCS;2021-01-02 21:25:00;2725;1
1604;2;2;1290;845;Nachtlader;840;1000;0,2919717287769484;540;NCS;2021-01-02 21:30:00;2730;1
1605;2;2;1290;846;Nachtlader;840;1000;0,2174243596414158;540;NCS;2021-01-02 21:30:00;2730;1
1606;2;2;1290;847;Nachtlader;840;1000;0,2073182165622263;540;NCS;2021-01-02 21:30:00;2730;1
1607;2;2;1300;848;Nachtlader;960;1000;0,3225505878120626;540;NCS;2021-01-02 21:40:00;2740;1
1608;2;2;1300;849;Nachtlader;840;1000;0,1720317295465238;540;NCS;2021-01-02 21:40:00;2740;1
1609;2;2;1300;850;Nachtlader;960;1000;0,3050079297793285;540;NCS;2021-01-02 21:40:00;2740;1
1611;2;2;1305;852;Nachtlader;960;1000;0,323749940445186;540;NCS;2021-01-02 21:45:00;2745;1
1612;2;2;1305;853;Nachtlader;960;1000;0,148407387382275;540;NCS;2021-01-02 21:45:00;2745;1
1613;2;2;1305;854;Nachtlader;960;1000;0,2029698083834516;540;NCS;2021-01-02 21:45:00;2745;1
1614;2;2;1310;855;Nachtlader;720;1000;0,2629494227790037;540;NCS;2021-01-02 21:50:00;2750;1
